ID,Supply Chain Segment,Updated,Team Member,Status2,Timeline,Company,Facility Name,Facility Type,Product Type,Product,Workforce,Production Capacity,Website,Facility Phone,Facility City,Facility State or Province,Facility Country,Data Source,Latitude,Longitude,Status,Workforce_dummy
9034,Research and Development,11/25/22,NA,Active,NA,"EnPower, Inc.",EnPower R&D Line,NA,Battery Development and Manufacturing,NMC811-G pouch cells up to 7 Ah,49,NA,https://www.enpowerinc.com,480-565-8945,Indianapolis,IN,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,39.91520087,-86.03644624,Pre-commercial or startup,49
9034,Research and Development,NA,NA,Active,NA,"Daimler - Mercedes-Benz Research & Development North America, Inc.","Redford, MI  Mercedes-Benz Research & Development",NA,Other,Battery Software,Unknown,NA,https://www.daimler.com,NA,Redford Charter Township,MI,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,42.37534282,-83.27346902000001,Commercial,0
9035,Research and Development,8/8/21,NA,Active,NA,DNV,BEST Test and Commercialization Center,NA,Battery Development,"Battery testing and development center where companies can test their batteries, modules, packs, systems upt to 2 MW and can test with an ESS and PECO grid connection",Unknown,NA,https://www.DNV.com,585-340-4300,Rochester,NY,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,43.19730838,-77.66127572,Pre-commercial or startup,0
9036,Research and Development,7/31/22,NA,Active,NA,Dukosi Ltd,Dukosi,NA,Safety,Battery sensor with wireless communication that improves safety,20,NA,https://www.dukosi.com,NA,Orion Charter Township,MI,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,42.7271762,-83.24370393000001,Pre-commercial or startup,20
9037,Research and Development,8/7/21,NA,Active,NA,EaglePicher Technologies LLC,Research and Development,NA,Battery Development,"Materials, cell development, etc.",Unknown,NA,https://www.eaglepicher.com,417-623-8000,Joplin,MO,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,37.09472592,-94.52837952999998,Commercial,0
9038,Research and Development,8/7/21,NA,Active,NA,EaglePicher Technologies LLC,Medical Power Research and Development,NA,Battery Development,Medical devices,Unknown,NA,https://www.eaglepicher.com,401-471-6580,East Greenwich,RI,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,41.64231313,-71.49387249,Commercial,0
9039,Research and Development,8/6/21,NA,Active,NA,EC Power,EC Power,NA,Battery Development,"Develops new batteries, especially those applicable to different environments; Also prototypes cells for clients with new technologies",Unknown,NA,https://www.ecpowergroup.com,814-861-6233,State College,PA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,40.77898573,-77.89513612999998,Pre-commercial or startup,0
9040,Research and Development,8/26/21,NA,Active,NA,eJoule Inc,Ejoule US,NA,Materials,Cathode Active Materials,Unknown,NA,https://www.ejoule.com,510-573-3255,Fremont,CA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,37.47937802,-121.94484530000001,Pre-commercial or startup,0
9041,Research and Development,9/4/21,NA,Active,NA,Electric Power Research Institute (EPRI),EPRI,NA,Other,"EOL Storage, Safety, LCA",Unknown,NA,https://www.epri.com,800-313-3774,Palo Alto,CA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,37.39713804,-122.14567699999999,Commercial,0
9042,Research and Development,NA,NA,Active,NA,Eneon ES,Eneon ES,NA,Other,Testing & System Integration,Unknown,NA,https://www.eneon-es.com,403-877-8541,Markham,ON,Canada,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,43.86036,-79.32152,Pre-commercial or startup,0
9043,Research and Development,7/31/22,NA,Active,NA,EnerDel,Advanced Engineering Tech Center,NA,Other,"Cell module, pack and systems level testing",20,NA,https://www.enerdel.com,317-703-1800,Irvine,CA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,33.67445881,-117.86178869999999,Commercial,20
9044,Research and Development,7/31/22,NA,Active,NA,Enevate,Enevate,NA,Battery Development,"EV Batteries with silicon-dominant Li-ion, high-energy density batteries.  Uses silicon anodes",71,NA,https://www.enevate.com,949-243-0399,Irvine,CA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,33.64287817,-117.85544029999998,Pre-commercial or startup,71
9045,Research and Development,7/31/22,NA,Active,NA,Enovix,Enovix Fremont,NA,Battery Development,"Development of LCO and NMC pouch and prismatic cells based on silicon anode 3D technology, focusing on wearable devices followed by Evs and ESS.",215,NA,https://www.enovix.com,510-695-2350,Fremont,CA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,37.48210526,-121.94432130000001,Pre-commercial or startup,215
9046,Research and Development,8/8/21,NA,Active,NA,"EnPower, Inc.",EnPower R&D Line,NA,Manufacturing,Cell Production - NMC811-G pouch cells up to 7 Ah,Unknown,NA,https://www.enpowerinc.com,480-565-8945,Phoenix,AZ,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,33.69783877,-112.08348819999999,Active,0
9047,Research and Development,8/27/21,NA,Active,NA,E-One Moli Energy Ltd,E-One Moli Energy (Canada) Ltd. R&D and Future Manufacturing facility.,NA,Battery Development,R& D of cell designs for high performance cells in 18650 and 21700 format,Unknown,NA,https://www.molicel.com,604-466-6654,Maple Ridge,BC,Canada,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,49.21405562,-122.6660045,Commercial,0
9048,Research and Development,8/27/21,NA,Active,NA,"Eskra Technical Products, Inc.","Eskra Technical Products, Inc.",NA,Manufacturing/ Process Development,Electrode dry processing,Unknown,NA,https://www.eskratechnical.com,262-235-4068,Saukville,WI,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,43.390433,-87.95110643000001,Commercial,0
9049,Research and Development,8/6/22,NA,Active,NA,Farasis Energy Systems,"Farasis Energy USA, Inc",NA,Battery Development,Develop and commercialize innovative energy sotrage solutions,67,NA,https://www.farasis.com,510-732-6600,Hayward,CA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,37.64088073,-122.1374419,Commercial,67
9050,Research and Development,8/27/21,NA,Active,NA,Flex-N-Gate,Battery Innovation Center,NA,Manufacturing/ Process Development,Cell and Battery R&D and pre-production pilot line to scale for production,Unknown,NA,https://www.flex-n-gate.com,519-258-3509,Windsor,ON,Canada,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,42.30328017,-83.02220679999999,Commercial,0
9051,Research and Development,NA,NA,Active,NA,Gotion,Gotion,NA,Manufacturing/ Process Development,Electrolye chemistry & manufacturing,Unknown,NA,https://www.gotion.com,510-249-5610,Independence,OH,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,41.36281658,-81.62461465000001,Commercial,0
9052,Research and Development,8/18/21,NA,Active,NA,"Gotion, Inc",Broadview,NA,Materials,R&D on Electrolyte solutions,Unknown,NA,https://www.gotion.com,510-249-5610,Independence,OH,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,41.3627884,-81.62470049,Commercial,0
9053,Research and Development,8/18/21,NA,Active,NA,"Gotion, Inc",Gotion Freemont,NA,Other,R&D on BMS,Unknown,NA,https://www.gotion.com,510-249-5610,Fremont,CA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,37.46345109,-121.9251059,Commercial,0
9054,Research and Development,8/26/21,NA,Active,NA,Graphenix Development Inc (GDI),Graphenix Development Inc (GDI),NA,Battery Development,High power Si-based anodes,Unknown,NA,https://www.graphnx.com,DNA,Rochester,NY,UA,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,43.20196231,-77.62902508,Commercial,0
9055,Research and Development,8/27/21,NA,Active,NA,Group14 Technology,Product Development Facility,NA,Battery Development,Silicon-carbon anode development,6,NA,https://www.group14.technology,206-385-0385,Moses Lake,WA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,47.13589356,-119.1995464,Commercial,6
9056,Research and Development,8/27/21,NA,Active,NA,Group14 Technology,Electrochemical testing lab,NA,Other,Battery testing lab,50,NA,https://www.group14.technology,206-385-0385,Woodinville,WA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,47.78204868,-122.15435579999999,Commercial,50
9057,Research and Development,8/17/21,NA,Active,NA,Hazen Research Inc,Hazen Research Laboratory,NA,Manufacturing/ Process Development,Process development; pilot/demo on NMC; process development for recycling (direct and hydrometallurgy),Unknown,NA,https://www.hazenresearch.com,303-279 4501,Golden,CO,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,39.78093704,-105.1662601,Commercial,0
9058,Research and Development,NA,NA,Active,NA,IBM,Almaden Lab,NA,Materials,Liquid Electrolyte,Unknown,NA,https://www.ibm.org,408-927-1080,San Jose,CA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,37.21059429,-121.8071709,Commercial,0
9059,Research and Development,8/8/21,NA,Active,NA,Ion Storage Systems,Ion Storage Systems,NA,Battery Development,Solid state Lithium metal with a garnet ceramic electrolyte; non-flammable; can work with any cathode,Unknown,NA,https://www.ionstoragesystems.com,301-204-22322,College Park,MD,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,38.97986115,-76.9256579,Pre-commercial or startup,0
9059,Research and Development,11/26/22,NA,Active,NA,Nexceris LLC,Lewis Center,NA,Materials,"R&D on advanced cathode materials, high voltage spinel cathodes and cobalt-free cathodes",65,NA,https://www.nexceris.com,614-842-6606,Lewis Center,OH,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,40.15412899,-83.00896413,Commercial,65
9060,Research and Development,8/26/21,NA,Active,NA,ITN Energy Systems,ITN Energy Systems,NA,Battery Development,"Solid Electrolyte, Electrode chemistry",Unknown,NA,https://www.itnes.com,303-420-1141,Littleton,CO,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,39.56923392,-105.12648149999998,Commercial,0
9061,Research and Development,9/4/21,NA,Active,NA,Jakertech LLC,Jakertech,NA,Manufacturing/ Process Development,Injection molded electrochemical cells,Unknown,NA,https://www.jakertech.com,612-801-8099,Fridley,MN,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,45.06721115,-93.23353879999999,Pre-commercial or startup,0
9062,Research and Development,NA,NA,Active,NA,Jet Propulsion Laboratory (JPL),Jet Propulsion Laboratory,NA,Battery Development,Space-rated Li-ion batteries,Unknown,NA,https://www.electrochem.jpl.nasa.gov,818-354-4321,Pasadena,CA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,34.19939591,-118.17501859999999,Commercial,0
9063,Research and Development,8/8/21,NA,Active,NA,Kodak,Kodak Cell Assembly Center,NA,Manufacturing,Pilot and production-scale coating lines and battery cell assembly services for both poutch and cylindrical batteries,Unknown,NA,https://www.kodak.com/en/advanced-materials/page/coating,585-722-2121,Rochester,NY,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,43.19700456,-77.63017654999999,Commercial,0
9064,Research and Development,8/27/21,NA,Active,NA,Koura - Orbia,Headquarters,NA,Materials,Electrolyte and electrolyte components,Unknown,NA,https://www.kouraglobal.com,800-424-5532,Waltham,MA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,42.40653994,-71.27253977,Commercial,0
9065,Research and Development,8/27/21,NA,Active,NA,Koura - Orbia,Mexichem Fluor Inc.,NA,Materials,Electrolyte and electrolyte components,Unknown,NA,https://www.kouraglobal.com,800-424-5532,St. Gabriel,LA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,30.23584445,-91.09959739,Commercial,0
9066,Research and Development,8/6/21,NA,Active,NA,"LG Chem Power, Inc.",LG Energy Solution MI,NA,Manufacturing,"Module & pack development, testing",Unknown,NA,https://www.lgenergymi.com,248-307-1800,Troy,MI,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,42.54407374,-83.1109337,Commercial,0
9067,Research and Development,8/7/22,NA,Active,NA,Libama LLC,Libama LLC,NA,Electrode materials,High performance materials,2,NA,https://www.li-bama.com,931-526-9591,Cookeville,TN,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,36.2,-86,Pre-commercial or startup,2
9068,Research and Development,8/6/22,NA,Active,NA,Lithion Recycling,Demonstration Plant,NA,Recycling,Physical processing and hydrometallurgy,25,NA,https://www.lithionrecycling.com,514-353-4008,Anjou,QC,Canada,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,45.59782736,-73.56943186,Pre-commercial or startup,25
9069,Research and Development,8/29/21,NA,Active,NA,Lixivia Inc.,Lixivia Inc,NA,Recycling,Select recovery of minerals (Co) from various sources including battteries,Unknown,NA,https://www.lixivia-inc.com,833-549-4842,Santa Barbara,CA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,34.42612352,-119.68553659999999,Pre-commercial or startup,0
9070,Research and Development,11/26/22,NA,Active,NA,SES,SES,NA,Battery Development,"Li-metal batteries for automotive and transportation applications;  Strong capabillities in battery materials, cell and module design, AI powered algorithms and Li-Metal recycling",70,NA,https://www.ses.ai,339-298-8850,Woburn,MA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,42.5115221,-71.13778384,Commercial,70
9070,Research and Development,8/29/21,NA,Active,NA,Max Power Inc.,Max Power Inc.,NA,Manufacturing/ Process Development,Engineering and process development of battery production from concept through production readiness,25,NA,https://www.maxpowerinc.com,215-256-4575,Harleysville,PA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,40.26766919,-75.36409492000001,Commercial,25
9071,Research and Development,8/29/21,NA,Active,NA,Miltec UV International,Miltec UV,NA,Manufacturing/ Process Development,"Binders, separators, coatings, ceramics",Unknown,NA,https://www.miltec.com,410-604-2900,Stevensville,MD,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,38.98713274,-76.31977104999999,Commercial,0
9072,Research and Development,8/28/22,NA,Active,NA,Mitra Future Technologies,Mitra Chem,NA,Battery Development,LFP cathode development,30,NA,https://www.mitrachem.com,NA,Mountain View,CA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,37.40888547,-122.07989529999999,Pre-commercial or startup,30
9073,Research and Development,8/29/21,NA,Active,NA,Nano One Materials Corp.,Pilot Facility,NA,Manufacturing/ Process Development,Cathode active Material process development,Unknown,NA,https://www.nanoone.ca,604-420-2041,Burnaby,BC,Canada,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,49.25154301,-122.91391730000001,Pre-commercial or startup,0
9074,Research and Development,8/29/21,NA,Active,NA,NanoGraf Corporation,NanoGraf HQ,NA,Materials,Silcon anode material,Unknown,NA,https://www.nanograf.com,413-478-9712,Chicago,IL,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,41.83236224,-87.62831508999999,Pre-commercial or startup,0
9075,Research and Development,8/29/21,NA,Planned or under construction,unknown timeline,NanoGraf Corporation,NanoGraf Chicago Pilot,NA,Manufacturing/ Process Development,Silicon anode material,33,NA,https://www.nanograf.com,413-478-9712,Chicago,IL,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,41.88931215,-87.66293492,Planned (unknown timeline),33
9076,Research and Development,8/6/22,NA,Active,NA,Nanoramic Laboratories,Nanoramic Laboratories,NA,Materials,Electrode & electrolyte materials,74,NA,https://www.nanoramic.com,857-403-6031,Boston,MA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,42.34463402,-71.03105920000002,Commercial,74
9077,Research and Development,8/6/22,NA,Active,NA,Nanotech Energy,Nanotech Energy,NA,Materials,Anode Chemistry,23,NA,https://www.nanotechenergy.com,800-995-5491,Los Angeles,CA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,34.04375713,-118.46755600000002,Pre-commercial or startup,23
9078,Research and Development,8/8/21,NA,Active,NA,Navitas Systems LLC,Navitas Advanced Solutions Group - Ann Arbor,NA,Battery Development,"Electrode chemistries, fast charging, manufacturing processes",Unknown,NA,https://www.navitassys.com,734-205-1400,Ann Arbor,MI,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,42.28874828,-83.84723556000002,Commercial,0
9079,Research and Development,8/22/21,NA,Active,NA,NEI Corporation,NEI Corporation Manufacturing,NA,Materials,Electrode & electrolyte materials,20,NA,https://www.neicorporation.com,732-868-3141,Somerset,NJ,UA,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,40.54288456,-74.55160552000001,Commercial,20
9080,Research and Development,8/22/21,NA,Active,NA,Nexceris LLC,Lewis Center,NA,Materials,R&D synthesis of HV LNMO and NMC powder and solid electrolyte,Unknown,NA,https://www.nexceris.com,614-842-6606,Lewis Center,OH,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,40.15412899,-83.00896413,Pre-commercial or startup,0
9081,Research and Development,8/22/21,NA,Active,NA,Nissan North America,Nissan Technical Center North America,NA,Other,Electric Vehicle Manufacturing,Unknown,NA,https://www.nissanusa.com,248-488-4123,Farmington Hills,MI,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,42.49386215,-83.42492313000001,Commercial,0
9082,Research and Development,8/6/21,NA,Active,NA,Nohms Technologies,Headquarters,NA,Safety,"Safety solvents, cathode additives, anode additives; silicon anodes; cell production",Unknown,NA,https://www.nohms.com,585-645-0041,Rochester,NY,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,43.19453791,-77.66171849,Pre-commercial or startup,0
9083,Research and Development,7/31/22,NA,Active,NA,NSL Analytical Services,NSL Analytical Materials,NA,Materials,Electrode chemistries,60,NA,https://www.nslanalytical.com,877-560-3992,Cleveland,OH,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,41.43923973,-81.55026815,Commercial,60
9084,Research and Development,NA,NA,Active,NA,OneD Battery Sciences,OneD Battery Sciences,NA,Battery Development,Silicon Anode,Unknown,NA,https://www.onedsinanode.com,NA,Palo Alto,CA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,37.41865922,-122.147846,Commercial,0
9085,Research and Development,8/6/22,NA,Active,NA,OnTo Technology LLC,OnTo Technology,NA,Recycling,Recycling and materials recovery,6,NA,https://www.https://www.onto-technology.com/,541-389-7897,Bend,OR,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,44.09561841,-121.3063438,Commercial,6
9086,Research and Development,7/31/22,NA,Active,NA,PH Materials LLC,PH Materials LLC,NA,Materials,Anode Chemistry,5,NA,https://www.phmatter.com,614-396-7820,Columbus,OH,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,40.10108858,-82.99183277,Commercial,5
9087,Research and Development,8/28/22,NA,Active,NA,Phillips 66,Phillips 66 Research Center,NA,Materials,Anode Materials,Unknown,NA,https://www.phillips66.com,918-977-7132,Bartlesville,OK,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,36.75134929,-96.00273224999998,Commercial,0
9088,Research and Development,8/27/21,NA,Active,NA,"Physical Sciences, Inc.",Imperia Batteries Facility,NA,Materials; Manufacturing/ Process Development,"Battery Materials Development - novel anode, cathode and electrolytes, coatings; Battery and cell prototyping and custom volume production",Unknown,NA,https://www.imperiabatteries.com/,DNA,Wilmington,MA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,42.60510995,-71.15805546,Commercial,0
9090,Research and Development,8/28/22,NA,Active,NA,Piersica,Piersica,NA,Battery Development,Solid state battery,9,NA,https://www.piersica.com,NA,Sunrise,FL,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,26.17838001,-80.29237377,Pre-commercial or startup,9
9091,Research and Development,7/31/22,NA,Active,NA,Polaris Battery Labs LLC,Polaris Battery Laboratory,NA,Manufacturing/ Process Development,"Materials and rheology, electrode development, cell design and assembly",11,NA,https://www.polarisbatterylabs.com,971-246-5066,Beaverton,OR,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,45.46078381,-122.7884265,Commercial,11
9092,Research and Development,8/27/21,NA,Active,NA,Primet Precision Materials,Primet,NA,Manufacturing/ Process Development,Advanced anode and cathode manufacturing mehtod - NanoScission,Unknown,NA,https://www.primetprecision.com,607-277-1530,Ithaca,NY,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,42.42258084,-76.50185739,Pre-commercial or startup,0
9093,Research and Development,NA,NA,Active,NA,Proterra,Proterra,NA,Manufacturing,Pack manufacturing,Unknown,NA,https://www.proterra.com,864-438-0000,Burlingame,CA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,37.59748149,-122.380286,Commercial,0
9094,Research and Development,8/8/22,NA,Active,NA,QuantumScape,SJ-1,NA,Battery Development,NMC,600,NA,https://www.quantumscape.com,408-452-2000,San Jose,CA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,37.36661396,-121.91699900000002,Pre-commercial or startup,600
9095,Research and Development,8/8/22,NA,Active,NA,QuantumScape,SJ-2,NA,Battery Development,NMC,Unknown,NA,https://www.quantumscape.com,408-452-2000,San Jose,CA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,37.39214268,-121.88363360000001,Pre-commercial or startup,0
9096,Research and Development,8/8/21,NA,Active,NA,Rolled-Ribbon Battery Company,Austin Headquarters,NA,Battery Development,"Cell, module and pack packaging method for license;  currently at pilot scale",Unknown,NA,https://www.rolled-ribbon.com,512-387-2553,Austin,TX,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,30.32154131,-97.69414725,Pre-commercial or startup,0
9097,Research and Development,8/1/22,NA,Active,NA,SES,SES,NA,Battery Development,"Li-metal batteries for automotive and transportation applications;  Strong capabillities in battery materials, cell and module design, AI powered algorithms and Li-Metal recycling",70,NA,https://www.ses.ai,339-298-8850,Woburn,MA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,42.5115221,-71.13778384,Pre-commercial or startup,70
9098,Research and Development,8/6/22,NA,Active,NA,Sion Power,Sion Power,NA,Battery Development,Proprietary nickel rich cathode and lithium metal anode,100,NA,https://www.sionpower.com,520-799-7500,Tuscon,AZ,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,32.12593665,-110.9295177,Pre-commercial or startup,100
9099,Research and Development,8/27/21,NA,Active,NA,Smartville Inc.,Smartville,NA,Recycling,Reuse/repurpose of LFP and NMC batteries to ESS applications,Unknown,NA,https://www.smartville.io,510-305-2944,Carlsbad,CA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,33.13349501,-117.28020690000001,Pre-commercial or startup,0
9100,Research and Development,8/6/22,NA,Active,NA,Solid Power Inc.,Solid Power,NA,Materials,"Solid state sulfide electrolyte production and pilot-scale all solid state cell (NMC/sulfide solid state,pouch cells)",127,NA,https://www.solidpowerbattery.com,303-219-0720,Louisville,CO,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,39.96378882,-105.12164179999999,Pre-commercial or startup,127
9101,Research and Development,7/31/22,NA,Active,NA,Soteria Battery Innovation Group,Soteria Battery Innovation Group,NA,Materials,Safer separators and current collectors,10,NA,https://www.soteriabig.com,864-609-4165,Greenville,SC,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,34.85251798,-82.25367942000001,Commercial,10
9102,Research and Development,8/27/21,NA,Active,NA,South 8 Technologies,South 8 Technologies,NA,Materials,Liquefied gas electrolyte (LiGas™),Unknown,NA,https://www.south8technologies.com,858-304-0231,San Diego,CA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,32.77186876,-117.1248174,Pre-commercial or startup,0
9103,Research and Development,7/31/22,NA,Active,NA,Southwest Research Institute,SWRI Energy Storage Technology Center,NA,Safety,Battery Safety,Unknown,NA,https://www.swri.org,734-2632813,Ann Arbor,MI,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,42.21943346,-83.73229020000001,Commercial,0
9104,Research and Development,8/6/22,NA,Active,NA,Summit NanoTech Corp,Summit Nanotech Corp,NA,Manufacturing/ Process Development,Direct Lithium Extraction - denaLi,49,NA,https://www.summitnanotech.ca,403-472-6810,Calgary,AB,Canada,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,51.14625897,-114.2814804,Pre-commercial or startup,49
9105,Research and Development,NA,NA,Active,NA,Superior Graphite,Peter R. Carney Technology Center,NA,Materials,Characterization and application of graphite products,Unknown,NA,https://superiorgraphite.com/innovation/research-and-development-center/,312-559-2999,Bedford Park,IL,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,41.77334411,-87.75224634,Commercial,0
9106,Research and Development,7/31/22,NA,Active,NA,"Ten-Nine Technologies, LLC",Ten-Nine Technologies,NA,Materials,Nano-additvies,15,NA,https://www.ten-ninetech.com,918-308-9065,Tulsa,OK,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,36.15941088,-95.9861081,Commercial,15
9107,Research and Development,8/16/21,NA,Active,NA,"Umicore Canada, Inc.",CSM Canada,NA,Materials,Battery materials with a 5+ year commercialization horizon,Unknown,NA,https://www.umicore.com,780-992-5700,Fort Saskatchewan,AB,Canada,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,53.72179386,-113.1899265,Commercial,0
9108,Research and Development,8/16/21,NA,Active,NA,Umicore USA,"Auburn Hills, Michigan Technology Center",NA,Materials,"Applied Technology for cathode active materials incl. NMC, NCA, NMCA",Unknown,NA,https://www.Umicore.com,248-340-1040,Auburn Hills,MI,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,42.67605244,-83.24434067000001,Commercial,0
9109,Research and Development,NA,NA,Active,NA,Université de Montréal,Laboratoire Chimie et Electrochimie des Solides,NA,Materials,Electrode & electrolyte materials,Unknown,NA,https://www.lces.umontreal.ca,514-343-7054,Montreal,QC,Canada,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,45.50285293,-73.61476286,Commercial,0
9110,Research and Development,9/4/21,NA,Active,NA,Vetri Labs,Vetri Labs,NA,Battery Development,"Contract lab for battery development, testing and consulting",Unknown,NA,https://www.vetrilabs.com,408-940-1314,Fremont,CA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,37.50663252,-121.94869350000002,Commercial,0
9111,Research and Development,8/26/21,NA,Active,NA,Volexion,Volexion,NA,Materials,Drop-in graphene coating for Li-ion cathode materials,Unknown,NA,https://www.volexion-inc.com,312-843-9801,Evanston,IL,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,42.05055415,-87.68430469,Pre-commercial or startup,0
9112,Research and Development,NA,NA,Active,NA,Wildcat Discovery Technologies,NA,NA,Materials,Electrode & electrolyte materials,Unknown,NA,https://www.wildcatdiscovery.com,858-550-1980,San Diego,CA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,32.89036148,-117.18220799999999,Commercial,0
9113,Research and Development,8/6/21,NA,Active,NA,Xalt Energy MI LLC,XALT Energy Technology,NA,Materials,Cell R&D,Unknown,NA,https://www.xaltenergy.com,989-486-8501,Auburn Hills,MI,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,42.6553479,-83.24939629,Commercial,0
9114,Research and Development,8/7/21,NA,Active,NA,Xerion Advanced Battery Corp,Dayton Development Factility,NA,Battery Development,Develolpment of battery manufacturing platform innovative refining and deposition and a novel electrode architecture; Focus on LCO/Silicon pouch cells,Unknown,NA,https://www.xerionbattery.com,937-733-8976,Kettering,OH,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,39.7154984,-84.11182455000001,Pre-commercial or startup,0
